d,0,0.11199956992247725
d,10,0.11199956992247725
d,20,0.11199956992247725
d,30,0.2039118475715464
d,40,0.2798487981188458
d,50,0.3130354305725289
d,60,0.33401691183799054
d,70,0.364232198383974
d,80,0.37308005649400966
d,90,0.3874921291460643
d,100,0.3874921291460643
d,110,0.38621274299547903
d,120,0.3831895790527911
d,130,0.3831895790527911
d,140,0.3831895790527911
d,150,0.3672421803336614
d,160,0.37201210111210264
d,170,0.37201210111210264
d,180,0.3631576955945118
d,190,0.3805489004451178
d,200,0.3805489004451178
d,210,0.3624327491268828
d,220,0.3624327491268828
d,230,0.3568531779840805
d,240,0.3634443276833336
d,250,0.3634443276833336
d,260,0.35550367022505025
d,270,0.35790833960037677
d,280,0.35790833960037677
d,290,0.35572787949044965
d,300,0.35954240650882996
d,310,0.3599008252690503
d,320,0.3623146127972774
d,330,0.3633659518171775
d,340,0.3633659518171775
d,350,0.36537328599489893
d,360,0.3660486159307218
d,370,0.36549040198211247
d,380,0.3672593013198621
d,390,0.3672593013198621
d,400,0.36470990273739634
d,410,0.37017201394895444
d,420,0.3697902540722744
d,430,0.3697902540722744
d,440,0.4068046992638669
d,450,0.4068046992638669
d,460,0.4068046992638669
d,470,0.371835752629767
d,480,0.39162606536596895
d,490,0.39033035928509374
d,500,0.390356311517959
d,510,0.390356311517959
d,520,0.390356311517959
d,530,0.3823582262848864
d,540,0.38160567716341015
d,550,0.38298205586553546
d,560,0.38298205586553546
d,570,0.3808018340971118
d,580,0.3824838403991075
d,590,0.3828550632365071
d,600,0.3828550632365071
d,610,0.38098129875448883
d,620,0.38137107160909417
d,630,0.38189522563108497
d,640,0.38479530140346635
d,650,0.38479530140346635
d,660,0.38220791365736784
d,670,0.38220791365736784
d,680,0.3778646698670872
d,690,0.3778646698670872
d,700,0.3778646698670872
d,710,0.3701402521442397
d,720,0.3701402521442397
d,730,0.3701402521442397
d,740,0.0085260074549416
d,750,0.0085260074549416
d,760,0.0085260074549416
d,770,0.0085260074549416
d,780,0.0085260074549416
d,790,0.0085260074549416
d,800,0.0085260074549416
d,810,0.0085260074549416
d,820,0.0085260074549416
d,830,0.0085260074549416
d,840,0.0085260074549416
d,850,0.0085260074549416
d,860,0.0085260074549416
d,870,0.0085260074549416
d,880,0.0085260074549416
d,890,0.0085260074549416
